code,kind,name,price,comment,score,province,city,star
shiraz-vakil,hotel,هتل سنتی وکیل,۳۸۰۰۰۰,(۲۹),۴.۲,فارس,شیراز,(۳ ستاره)
shiraz-jahangardi,hotel,هتل جهانگردی,۳۱۹۰۰۰,(۵),۳.۸,فارس,شیراز,(۳ ستاره)
shiraz-parsian,hotel,هتل پارسیان,۴۷۸۰۰۰,(۱۴),۳.۶,فارس,شیراز,(۴ ستاره)
7ea1e0c3cb,hotel,هتل قوام,۱۸۵۰۰۰,(۳),۲.۴,فارس,شیراز,(۱ ستاره)
0aa33f33fe,hotel,هتل سنتی درباری,۳۰۰۰۰۰,(۵),۴.۱,فارس,شیراز,(۱ ستاره)
shiraz-sasan,hotel,هتل ساسان,۲۵۹۰۰۰,(۳۸),۴.۱,فارس,شیراز,(۲ ستاره)
shiraz-atlas,hotel,هتل اطلس,۲۹۵۰۰۰,(۴۵),۳.۸,فارس,شیراز,(۳ ستاره)
shiraz-nasir ai-mulk,hotel,هتل نصیر الملک,۲۶۰۰۰۰,(۲),۲.۴,فارس,شیراز,(۲ ستاره)
shiraz-elizeh,hotel,هتل الیزه,۵۹۹۰۰۰,(۶۰),۴.۲,فارس,شیراز,(۴ ستاره)
shiraz-zandieh,hotel,هتل زندیه,۹۶۶۰۰۰,(۳۱),۴.۴,فارس,شیراز,(۵ ستاره)
shiraz-karimkhan,hotel,هتل کریم خان,۴۵۰۰۰۰,(۲۴),۳.۸,فارس,شیراز,(۴ ستاره)
shiraz-shirazis,hotel,هتل شیرازیس,۳۸۰۰۰۰,,,فارس,شیراز,(۳ ستاره)
shiraz-perspolis,hotel,هتل پرسپولیس,۵۴۵۰۰۰,(۳۳),۳.۵,فارس,شیراز,(۵ ستاره)
shiraz-hafez,hotel,هتل حافظ,۱۱۰۰۰۰,(۱۰),۳.۵,فارس,شیراز,(۲ ستاره)
shiraz-parksaadi,hotel,هتل پارک سعدی,۴۹۵۰۰۰,(۱۱),۳.۷,فارس,شیراز,(۴ ستاره)
shiraz-ariyana,hotel,هتل آریانا,۳۴۰۰۰۰,(۴۹),۲.۹,فارس,شیراز,(۲ ستاره)
shiraz-chamran,hotel,هتل چمران,۸۵۷۰۰۰,(۶۶),۳.۹,فارس,شیراز,(۵ ستاره)
shiraz-shams,hotel,هتل شمس,۳۸۰۰۰۰,(۵),۴.۱,فارس,شیراز,(۲ ستاره)
shiraz-bozorg,hotel,هتل بزرگ,۹۹۴۰۰۰,(۷۲),۴.۴,فارس,شیراز,(۵ ستاره)
shiraz-pars,hotel,هتل پارس,۴۵۰۰۰۰,(۷۱),۳.۸,فارس,شیراز,(۴ ستاره)
shiraz-sonnati-niyayesh,hotel,هتل مجموعه هتل های سنتی میراثی نیایش,۳۰۸۰۰۰,(۲۱),۳.۴,فارس,شیراز,(۳ ستاره)
shiraz-royal,hotel,هتل رویال,۵۸۵۰۰۰,(۶),۳.۵,فارس,شیراز,(۴ ستاره)
shiraz-talar,hotel,هتل تالار,۳۵۰۰۰۰,(۱۰),۳.۵,فارس,شیراز,(۳ ستاره)
shiraz-parseh,hotel,هتل پارسه,۲۸۰۰۰۰,(۲۰),۳.۷,فارس,شیراز,(۳ ستاره)
shiraz-panjdari,hotel,هتل پنج دری,۴۸۰۰۰۰,(۱۹),۳.۷,فارس,شیراز,(۳ ستاره)
7ea1e0c3cb,hotel,هتل قوام,۱۸۵۰۰۰,(۳),۲.۴,فارس,شیراز,(۱ ستاره)
0aa33f33fe,hotel,هتل سنتی درباری,۳۰۰۰۰۰,(۵),۴.۱,فارس,شیراز,(۱ ستاره)
shiraz-sasan,hotel,هتل ساسان,۲۵۹۰۰۰,(۳۸),۴.۱,فارس,شیراز,(۲ ستاره)
shiraz-atlas,hotel,هتل اطلس,۲۹۵۰۰۰,(۴۵),۳.۸,فارس,شیراز,(۳ ستاره)
shiraz-nasir ai-mulk,hotel,هتل نصیر الملک,۲۶۰۰۰۰,(۲),۲.۴,فارس,شیراز,(۲ ستاره)
shiraz-elizeh,hotel,هتل الیزه,۵۹۹۰۰۰,(۶۰),۴.۲,فارس,شیراز,(۴ ستاره)
shiraz-homa,hotel,هتل هما,۹۵۰۰۰۰,(۱۹),۴,فارس,شیراز,(۵ ستاره)
shiraz-arg,hotel,هتل ارگ,۳۷۵۰۰۰,(۶۲),۴,فارس,شیراز,(۳ ستاره)
shiraz-ariobarzan,hotel,هتل آریوبرزن,۳۶۰۰۰۰,(۲۹),۳.۳,فارس,شیراز,(۴ ستاره)
shiraz-parsian,hotel,هتل پارسیان,۴۷۸۰۰۰,(۱۴),۳.۶,فارس,شیراز,(۴ ستاره)
shiraz-homa,hotel,هتل هما,۹۵۰۰۰۰,(۱۹),۴,فارس,شیراز,(۵ ستاره)
shiraz-arg,hotel,هتل ارگ,۳۷۵۰۰۰,(۶۲),۴,فارس,شیراز,(۳ ستاره)
shiraz-zandieh,hotel,هتل زندیه,۹۶۶۰۰۰,(۳۱),۴.۴,فارس,شیراز,(۵ ستاره)
shiraz-karimkhan,hotel,هتل کریم خان,۴۵۰۰۰۰,(۲۴),۳.۸,فارس,شیراز,(۴ ستاره)
shiraz-shirazis,hotel,"هتل 
شیراز
یس",۳۸۰۰۰۰,,,فارس,شیراز,(۳ ستاره)
shiraz-perspolis,hotel,هتل پرسپولیس,۵۴۵۰۰۰,(۳۳),۳.۵,فارس,شیراز,(۵ ستاره)
shiraz-shams,hotel,هتل شمس,۳۸۰۰۰۰,(۵),۴.۱,فارس,شیراز,(۲ ستاره)
shiraz-bozorg,hotel,هتل بزرگ,۹۹۴۰۰۰,(۷۲),۴.۴,فارس,شیراز,(۵ ستاره)
shiraz-pars,hotel,هتل پارس,۴۵۰۰۰۰,(۷۱),۳.۸,فارس,شیراز,(۴ ستاره)
shiraz-sonnati-niyayesh,hotel,هتل مجموعه هتل های سنتی میراثی نیایش,۳۰۸۰۰۰,(۲۱),۳.۴,فارس,شیراز,(۳ ستاره)
shiraz-royal,hotel,هتل رویال,۵۸۵۰۰۰,(۶),۳.۵,فارس,شیراز,(۴ ستاره)
shiraz-hafez,hotel,هتل حافظ,۱۱۰۰۰۰,(۱۰),۳.۵,فارس,شیراز,(۲ ستاره)
shiraz-parksaadi,hotel,هتل پارک سعدی,۴۹۵۰۰۰,(۱۱),۳.۷,فارس,شیراز,(۴ ستاره)
shiraz-ariyana,hotel,هتل آریانا,۳۴۰۰۰۰,(۴۹),۲.۹,فارس,شیراز,(۲ ستاره)
shiraz-chamran,hotel,هتل چمران,۸۵۷۰۰۰,(۶۶),۳.۹,فارس,شیراز,(۵ ستاره)
ghazvin-baghdadi,hotel,هتل بغدادی,۳۵۰۰۰۰,(۱),۱.۲,قزوین,قزوین,(۴ ستاره)
QAZVIN-SINA,hotel,هتل سینا,۵۸۳۰۰۰,(۹),۳.۹,قزوین,قزوین,(۳ ستاره)
qazvin-alborz,hotel,هتل البرز,۴۱۴۳۰۰,(۹),۳.۸,قزوین,قزوین,(۲ ستاره)
ghazvin=Minoo,hotel,هتل مینو,۳۴۹۰۰۰,(۵),۴.۵,قزوین,قزوین,(۲ ستاره)
ghazvin-rajia,hotel,هتل راژیا,۳۸۶۰۰۰,(۹),۳.۸,قزوین,قزوین,(۲ ستاره)
ghazvin-safir,hotel,هتل سفیر,۲۷۵۰۰۰,(۱۱),۳.۶,قزوین,قزوین,(۲ ستاره)
ghazvin-marmar,hotel,هتل مرمر,۴۶۵۰۰۰,(۹),۲.۷,قزوین,قزوین,(۳ ستاره)
qazvin-miremad,hotel,هتل میرعماد,۲۰۹۰۰۰,(۶),۳.۷,قزوین,قزوین,(۱ ستاره)
ghazvin=iranin,hotel,هتل ایرانیان,۵۲۰۰۰۰,(۲۱),۴.۲,قزوین,قزوین,(۳ ستاره)
qazvin-iran,hotel,هتل ایران,۳۱۳۰۰۰,,,قزوین,قزوین,(۲ ستاره)
alamut-navizar,hotel,هتل نویذر الموت,۶۷۵۰۰۰,,,قزوین,الموت,(۱ ستاره)
ALVAND-QOM,hotel,هتل الوند,۳۰۰۰۰۰,(۱۰),۳,قم,قم,(۴ ستاره)
ghom-jamil,hotel,هتل جمیل,۳۵۵۰۰۰,(۶),۳.۵,قم,قم,(۳ ستاره)
qom-parsia,hotel,هتل پارسیا,۶۲۵۰۰۰,(۳),۳.۴,قم,قم,(۴ ستاره)
bane-saman,hotel,هتل سامان,۱۷۳۰۰۰,,,کردستان,بانه,(۲ ستاره)
saghez-kourd,hotel,هتل کورد,۳۹۵۰۰۰,(۱),۳.۸,کردستان,سقز,(۴ ستاره)
marivan-noruz,hotel,هتل نوروز,۲۵۰۰۰۰,(۱),۲.۲,کردستان,مریوان,(۳ ستاره)
bane-lale,hotel,هتل هاله (لاله سابق),۵۴۵۰۰۰,(۶),۳,کردستان,بانه,(۵ ستاره)
saghez-mad,hotel,هتل ماد,۱۹۰۰۰۰,(۴),۲.۷,کردستان,سقز,(۳ ستاره)
2147240ae7,hotel,هتل داوینکو,۴۶۰۰۰۰,(۶),۳.۶,کردستان,بانه,(۳ ستاره)
baneh-arian,hotel,هتل آریان,۳۰۰۰۰۰,(۱),۲,کردستان,بانه,(۳ ستاره)
sanandaj-shadi,hotel,هتل شادی,۵۱۶۰۰۰,(۲۸),۳.۶,کردستان,سنندج,(۴ ستاره)
sanandaj-jahangardi,hotel,هتل جهانگردی,۳۹۰۰۰۰,(۱۳),۳.۸,کردستان,سنندج,(۳ ستاره)
sanandaj-shadi,hotel,هتل شادی,۵۱۶۰۰۰,(۲۸),۳.۶,کردستان,سنندج,(۴ ستاره)
sanandaj-jahangardi,hotel,هتل جهانگردی,۳۹۰۰۰۰,(۱۳),۳.۸,کردستان,سنندج,(۳ ستاره)
kerman-akhavan,hotel,هتل اخوان,۳۷۰۰۰۰,(۶),۲.۳,کرمان,کرمان,(۲ ستاره)
kerman-jahangardi,hotel,هتل جهانگردی,۶۶۱۰۰۰,(۸),۳.۳,کرمان,کرمان,(۴ ستاره)
kerman-asam,hotel,هتل آسام,۴۸۰۰۰۰,(۱۲),۴.۱,کرمان,کرمان,(۳ ستاره)
kerman-goashir,hotel,هتل گواشیر,۳۴۱۰۰۰,(۱۸),۲.۵,کرمان,کرمان,(۳ ستاره)
bam-azadi,hotel,هتل پارسیان آزادی,۴۶۱۱۰۰,(۴),۳.۲,کرمان,بم,(۴ ستاره)
sirjan-atresib,hotel,هتل عطر سیب,۶۲۳۰۰۰,,,کرمان,سیرجان,(۲ ستاره)
rafsanjan-hilan,hotel,هتل هیلان,۷۰۵۰۰۰,(۱),۴,کرمان,رفسنجان,(۴ ستاره)
kermanshah-jamshid,hotel,هتل جمشید,۵۵۰۰۰۰,(۹),۳.۶,کرمانشاه,کرمانشاه,(۴ ستاره)
kermanshah-azadegan,hotel,هتل آزادگان,۵۲۰۰۰۰,(۶),۳.۵,کرمانشاه,کرمانشاه,(۴ ستاره)
kermanshah-parsian,hotel,هتل پارسیان,۵۶۷۰۰۰,(۱۴),۴.۳,کرمانشاه,کرمانشاه,(۵ ستاره)
kermanshah-kourosh,hotel,هتل کوروش,۳۴۰۰۰۰,(۱۲),۴,کرمانشاه,کرمانشاه,(۳ ستاره)
kermanshah-resalat,hotel,هتل رسالت,۲۹۵۰۰۰,(۱۲),۲.۲,کرمانشاه,کرمانشاه,(۳ ستاره)
yasouj-parsian azadi,hotel,هتل پارسیان آزادی,۳۷۵۷۰۰,,,کهگیلویه و بویراحمد,یاسوج,(۴ ستاره)
Gorgan-botanic,hotel,هتل قصر بوتانیک,۵۶۴۰۰۰,(۲۶),۳.۷,گلستان,گرگان,(۵ ستاره)
azadshahr-akam,hotel,هتل آکام,۴۰۰۰۰۰,,,گلستان,آزادشهر,(۳ ستاره)
aliabad-kaniyar,hotel,هتل کانیار,۴۰۵۰۰۰,(۵),۴.۱,گلستان,علی آباد کتول,(۳ ستاره)
gorgan-Azin,hotel,هتل آذین,۴۷۵۰۰۰,(۱۰),۳.۵,گلستان,گرگان,(۴ ستاره)
gorgan-shahab,hotel,هتل شهاب,۰,(۱۷),۳.۱,گلستان,گرگان,(۴ ستاره)
gorgan-naharkhoran,hotel,هتل جهانگردی ناهارخوران,۴۵۷۰۰۰,(۲۶),۳.۷,گلستان,گرگان,(۳ ستاره)
kordkooy-bahman,hotel,هتل بهمن,۳۴۳۰۰۰,(۱),۳.۶,گلستان,کردکوی,(۳ ستاره)
azadshahr-pooria,hotel,هتل پوریا,۱۹۵۰۰۰,,,گلستان,آزادشهر,(۲ ستاره)
gorgan-ziarat,hotel,هتل زیارت,۲۹۱۶۰۰,(۶),۳.۴,گلستان,گرگان,(۲ ستاره)
gorgan-ziarat,hotel,هتل زیارت,۲۹۱۶۰۰,(۶),۳.۴,گلستان,گرگان,(۲ ستاره)
Gorgan-botanic,hotel,هتل قصر بوتانیک,۵۶۴۰۰۰,(۲۶),۳.۷,گلستان,گرگان,(۵ ستاره)
gorgan-shahab,hotel,هتل شهاب,۰,(۱۷),۳.۱,گلستان,گرگان,(۴ ستاره)
gorgan-naharkhoran,hotel,هتل جهانگردی ناهارخوران,۴۵۷۰۰۰,(۲۶),۳.۷,گلستان,گرگان,(۳ ستاره)
gorgan-Azin,hotel,هتل آذین,۴۷۵۰۰۰,(۱۰),۳.۵,گلستان,گرگان,(۴ ستاره)
lahijan-dehdar,hotel,هتل دهدار,۳۴۶۰۰۰,(۱۷),۳.۲,گیلان,لاهیجان,(۴ ستاره)
rasht-pamchal,hotel,هتل پامچال,۵۴۷۰۰۰,(۳۱),۳.۴,گیلان,رشت,(۳ ستاره)
rasht-kadus,hotel,هتل کادوس,۶۴۰۰۰۰,(۲۰),۲.۹,گیلان,رشت,(۵ ستاره)
masal-marzban,hotel,هتل مرزبانی,۱۸۸۰۰۰,(۱۲),۳.۵,گیلان,ماسال,(۳ ستاره)
rasht-shabestan,hotel,هتل شبستان,۶۵۰۰۰۰,(۶),۳.۷,گیلان,رشت,(۴ ستاره)
lahijan-jahangiri,hotel,هتل جهانگردی,۳۳۳۰۰۰,(۴),۳.۸,گیلان,لاهیجان,(۳ ستاره)
lahijan-fajr,hotel,هتل فجر آبشار,۳۹۰۰۰۰,(۱۰),۳.۸,گیلان,لاهیجان,(۳ ستاره)
rasht-ghadir,hotel,هتل غدیر,۳۲۳۰۰۰,(۲),۲.۹,گیلان,رشت,(۲ ستاره)
astara-espinas,hotel,هتل اسپیناس,۵۹۵۰۰۰,(۳۲),۳.۵,گیلان,آستارا,(۴ ستاره)
astara-jahangardi,hotel,هتل جهانگردی,۲۷۰۰۰۰,(۱),۴.۸,گیلان,آستارا,(۳ ستاره)
astara-afra,hotel,هتل افرا,۳۷۱۰۰۰,(۲),۳.۷,گیلان,آستارا,(۳ ستاره)
lahijan-shahrzad,hotel,هتل شهرزاد,۴۹۹۰۰۰,(۵),۳.۸,گیلان,لاهیجان,(۴ ستاره)
rasht-pamchal,hotel,هتل پامچال,۵۴۷۰۰۰,(۳۱),۳.۴,گیلان,رشت,(۳ ستاره)
rasht-kadus,hotel,هتل کادوس,۶۴۰۰۰۰,(۲۰),۲.۹,گیلان,رشت,(۵ ستاره)
rasht-shabestan,hotel,هتل شبستان,۶۵۰۰۰۰,(۶),۳.۷,گیلان,رشت,(۴ ستاره)
rasht-ghadir,hotel,هتل غدیر,۳۲۳۰۰۰,(۲),۲.۹,گیلان,رشت,(۲ ستاره)
amol-olampic,hotel,هتل المپیک,۳۵۰۰۰۰,(۷),۴.۰,مازندران,آمل,(۳ ستاره)
chaloos-venus,hotel,هتل ونوس  پلاس,۱۲۵۰۰۰۰,(۲۹),۳.۷,مازندران,چالوس,(۵ ستاره)
chaloos-kakhe-amiran,hotel,هتل کاخ امیران,۵۵۰۰۰۰,,,مازندران,چالوس,(۴ ستاره)
saari-salardeh,hotel,هتل سالاردره,۷۲۰۰۰۰,(۲۱),۳.۸,مازندران,ساری,(۴ ستاره)
ramsar-lian,hotel,هتل لیان,۳۵۰۰۰۰,(۱),۱.۲,مازندران,رامسر,(۳ ستاره)
babolsar-mizban,hotel,هتل میزبان,۷۵۰۰۰۰,(۱),۵,مازندران,بابلسر,(۴ ستاره)
mahmoodabad-oxin,hotel,هتل اکسین,۳۷۵۰۰۰,(۱۰),۳.۵,مازندران,محمودآباد,(۲ ستاره)
parsian-kelardasht,hotel,هتل پارسیان,۸۰۰۰۰۰,,,مازندران,کلاردشت,(۳ ستاره)
noshahr-sadaf,hotel,هتل صدف,۴۴۰۰۰۰,(۴),۱.۹,مازندران,نوشهر,(۳ ستاره)
ramsar-parsian,hotel,هتل بزرگ پارسیان آزادی,۸۵۰۰۰۰,(۱),۳,مازندران,رامسر,(۴ ستاره)
ramsar-shayan,hotel,هتل شایان,۳۰۰۰۰۰,(۷),۳.۷,مازندران,رامسر,(۲ ستاره)
ramsar-neyestan,hotel,هتل نیستان,۴۸۰۰۰۰,(۱۰),۳.۱,مازندران,رامسر,(۳ ستاره)
noshahr-jahangardi,hotel,هتل جهانگردی چلندر,۲۴۰۰۰۰,(۹),۲.۲,مازندران,نوشهر,(۲ ستاره)
chalus-jahangardi,hotel,هتل جهانگردی,۲۶۹۰۰۰,(۶),۴,مازندران,چالوس,(۲ ستاره)
noor-ariyan,hotel,هتل آریان,۸۳۰۰۰۰,(۲),۱.۸,مازندران,نور,(۳ ستاره)
saari-asram,hotel,هتل اسرم,۴۵۰۰۰۰,(۶),۳.۲,مازندران,ساری,(۳ ستاره)
kimiya-ramsar,hotel,هتل کیمیا,۵۸۰۰۰۰,(۳),۳.۱,مازندران,رامسر,(۳ ستاره)
ramsar-shayan,hotel,هتل شایان,۳۰۰۰۰۰,(۷),۳.۷,مازندران,رامسر,(۲ ستاره)
ramsar-neyestan,hotel,هتل نیستان,۴۸۰۰۰۰,(۱۰),۳.۱,مازندران,رامسر,(۳ ستاره)
babol-marjan,hotel,هتل مرجان,۲۹۰۰۰۰,(۷),۳.۱,مازندران,بابل,(۲ ستاره)
izadshahr-baran,hotel,هتل باران,۳۸۰۰۰۰,(۳),۳.۳,مازندران,ایزدشهر,(۳ ستاره)
izadshahr-saheli shahr,hotel,هتل ساحلی شهر,۷۵۰۰۰۰,,,مازندران,ایزدشهر,(۱ ستاره)
kelardasht-maral,hotel,هتل مارال,۴۴۰۰۰۰,,,مازندران,کلاردشت,(۳ ستاره)
mazandaran-badeleh,hotel,هتل بادله,۷۰۰۰۰۰,(۹),۳.۸,مازندران,ساری,(۴ ستاره)
ramsar-kowsar,hotel,هتل کوثر,۴۴۵۰۰۰,(۹),۳,مازندران,رامسر,(۳ ستاره)
ramsar-baam,hotel,هتل بام,۱۲۷۰۰۰۰,(۲۰),۴.۲,مازندران,رامسر,(۴ ستاره)
ramsar-karen,hotel,هتل کارن,۳۰۰۰۰۰,(۹),۳.۶,مازندران,رامسر,(۲ ستاره)
tehran-markazi-e-iran,hotel,"هتل 
مرکزی
 ایران",۳۶۰۰۰۰,(۳),۲.۵,تهران,تهران,(۲ ستاره)
arak-zagros,hotel,هتل زاگرس,۴۹۴۰۰۰,(۴),۳.۳,مرکزی,اراک,(۴ ستاره)
arak-amirkabir,hotel,هتل امیرکبیر,۶۰۲۰۰۰,(۱۴),۳.۹,مرکزی,اراک,(۵ ستاره)
gheshm-alvand2,hotel,هتل قصر الوند,۱۹۰۰۰۰,(۲),۳,هرمزگان,قشم,(۳ ستاره)
gheshm-diana,hotel,هتل دیانا,۲۸۰۰۰۰,(۱),۱.۶,هرمزگان,قشم,(۲ ستاره)
gheshm-royal,hotel,هتل رویال,۲۵۰۰۰۰,(۵),۲.۴,هرمزگان,قشم,(۳ ستاره)
kish-shaygan,hotel,هتل شایگان,۹۰۰۰۰۰,(۳۵),۳.۹,هرمزگان,کیش,(۵ ستاره)
KISH-SETAREH,hotel,هتل ستاره,۳۱۰۰۰۰,(۳۵),۳.۲,هرمزگان,کیش,(۲ ستاره)
kish-goldis,hotel,هتل گلدیس,۴۳۰۰۰۰,(۲۱),۳.۱,هرمزگان,کیش,(۳ ستاره)
qeshm-singo,hotel,هتل سینگو,۲۶۰۰۰۰,(۱۳),۳.۵,هرمزگان,قشم,(۳ ستاره)
gheshm-shahriar,hotel,هتل شهریار,۳۵۰۰۰۰,(۳),۲.۵,هرمزگان,قشم,(۳ ستاره)
kish-marina-park,hotel,هتل مارینا پارک,۲۷۶۰۰۰۰,(۳۰),۳.۲,هرمزگان,کیش,(۵ ستاره)
kish-sara,hotel,هتل سارا,۵۷۰۰۰۰,(۳۱),۳.۲,هرمزگان,کیش,(۴ ستاره)
kish-sadaf,hotel,هتل صدف,۷۸۰۰۰۰,(۴۹),۳.۷,هرمزگان,کیش,(۴ ستاره)
kish-fanos,hotel,هتل فانوس,۳۰۵۰۰۰,(۵),۲.۴,هرمزگان,کیش,(۲ ستاره)
kish-gardenia,hotel,هتل گاردنیا,۴۷۰۰۰۰,(۲۲),۲.۵,هرمزگان,کیش,(۳ ستاره)
kish-iran,hotel,هتل ایران,۱۲۵۰۰۰۰,(۲۵),۳.۷,هرمزگان,کیش,(۵ ستاره)
gheshm-hani,hotel,هتل هانی,۳۵۰۰۰۰,,,هرمزگان,قشم,(۴ ستاره)
gheshmn-alvand,hotel,هتل الوند,۱۷۰۰۰۰,(۲),۲,هرمزگان,قشم,(۳ ستاره)
avina-gheshm,hotel,هتل آوینا,۶۴۰۰۰۰,,,هرمزگان,قشم,(۴ ستاره)
qeshm-sama,hotel,هتل سما ۱,۱۱۴۰۰۰,(۳),۳.۸,هرمزگان,قشم,(۳ ستاره)
bandarabas-homa,hotel,هتل هما,۸۴۴۰۰۰,(۵۷),۳.۴,هرمزگان,بندر عباس,(۵ ستاره)
kish-lotos,hotel,هتل لوتوس,۵۱۴۰۰۰,(۱۴),۳,هرمزگان,کیش,(۳ ستاره)
qeshm-behesht,hotel,هتل بهشت,۱۳۷۰۰۰,(۶),۱.۷,هرمزگان,قشم,(۳ ستاره)
gheshm-eram,hotel,هتل ارم,۳۶۰۰۰۰,(۱۰),۳.۱,هرمزگان,قشم,(۴ ستاره)
qeshm-marina2,hotel,هتل مارینا ۲,۲۶۰۰۰۰,(۳),۳.۱,هرمزگان,قشم,(۳ ستاره)
gheshm-alale2,hotel,هتل آلاله۲,۲۳۰۰۰۰,(۴),۳.۶,هرمزگان,قشم,(۳ ستاره)
bandarabas-hormoz,hotel,هتل هرمز,۱۵۲۸۰۰۰,(۳۲),۳.۵,هرمزگان,بندر عباس,(۵ ستاره)
bandarabbas-apadana,hotel,هتل آپادانا,۴۹۰۰۰۰,(۱۴),۴.۲,هرمزگان,بندر عباس,(۲ ستاره)
kish-aftab-shargh,hotel,هتل آفتاب شرق,۳۱۰۰۰۰,(۲۵),۳.۱,هرمزگان,کیش,(۳ ستاره)
bandarabbas-iran,hotel,هتل ایران,۴۳۰۰۰۰,(۲۱),۳.۷,هرمزگان,بندر عباس,(۳ ستاره)
naz-bandarabas,hotel,هتل ناز ۲,۴۱۹۰۰۰,(۳),۲.۲,هرمزگان,بندر عباس,(۲ ستاره)
gheshm-rokhsar,hotel,هتل رخسار قشم,۲۵۰۰۰۰,(۲۳),۴,هرمزگان,قشم,(۳ ستاره)
gheshm-ataman,hotel,هتل آتامان قشم,۴۷۰۰۰۰,(۱۲),۴.۴,هرمزگان,قشم,(۴ ستاره)
hamedan-katibeh,hotel,"هتل کتیبه 
همدان",۴۰۰۰۰۰,(۴),۴.۴,همدان,همدان,(۴ ستاره)
hamedan-amiran2,hotel,هتل بین المللی امیران ۲,۳۷۰۰۰۰,(۲۴),۴.۲,همدان,همدان,(۴ ستاره)
hamedan-azadi,hotel,هتل پارسیان آزادی,۳۹۰۰۰۰,(۲۴),۳.۷,همدان,همدان,(۴ ستاره)
hamedan-alisadr,hotel,هتل جهانگردی علیصدر,۲۹۴۰۰۰,(۲),۲.۸,همدان,همدان,(۲ ستاره)
hamedan_amiran,hotel,هتل بین المللی امیران,۳۷۰۰۰۰,(۴۴),۳.۷,همدان,همدان,(۴ ستاره)
hamedan-babataher,hotel,هتل باباطاهر,۳۸۰۰۰۰,(۱۳),۳.۲,همدان,همدان,(۴ ستاره)
hamedan-booali,hotel,هتل بوعلی,۵۱۰۰۰۰,(۸),۳.۸,همدان,همدان,(۴ ستاره)
yazd-mozaffar,hotel,هتل سنتی مظفر,۳۵۰۰۰۰,(۱۷),۴.۱,یزد,یزد,(۳ ستاره)
yazd-tehrani,hotel,هتل تهرانی,۴۵۱۰۰۰,(۴),۱.۷,یزد,یزد,(۴ ستاره)
yazd-azadi,hotel,هتل پارسیان آزادی,۴۵۴۳۰۰,(۷),۳.۸,یزد,یزد,(۳ ستاره)
yazd-khanedohad,hotel,هتل سنتی خوان دوحد,۳۵۰۰۰۰,(۱۸),۳.۵,یزد,یزد,(۳ ستاره)
yazd-malekotojar,hotel,هتل ملک التجار,۶۰۶۰۰۰,(۴),۲.۶,یزد,یزد,(۴ ستاره)
yazd-mehr,hotel,هتل سنتی مهر,۵۷۷۰۰۰,(۱),۳.۶,یزد,یزد,(۳ ستاره)
yazd-fahadan,hotel,هتل موزه فهادان,۵۸۶۰۰۰,(۳),۲.۳,یزد,یزد,(۴ ستاره)
yazd-baghmorshed,hotel,هتل باغ مرشد,۲۳۰۰۰۰,(۳),۳.۳,یزد,یزد,(۱ ستاره)
yazd-arg,hotel,هتل ارگ,۷۰۰۰۰۰,(۷),۴.۳,یزد,یزد,(۴ ستاره)
yazd-dad,hotel,هتل داد,۷۴۰۰۰۰,(۴۱),۴,یزد,یزد,(۴ ستاره)
yazd-alzahra,hotel,هتل الزهرا,۳۱۰۰۰۰,(۷),۳.۴,یزد,یزد,(۳ ستاره)
yazd-zanbagh,hotel,هتل زنبق,۵۷۲۰۰۰,(۱۰),۴.۱,یزد,یزد,(۴ ستاره)
yazd-fazeli,hotel,هتل فاضلی,۳۳۰۰۰۰,(۱۷),۴,یزد,یزد,(۳ ستاره)
yazd-hooman,hotel,هتل سنتی هومان,۴۱۰۰۰۰,(۳),۵,یزد,یزد,(۳ ستاره)
yazd-moshirolmamalek,hotel,هتل باغ مشیر الممالک,۶۵۰۰۰۰,(۱۵),۴.۲,یزد,یزد,(۴ ستاره)
firoozeh-yazd,hotel,هتل فیروزه,۲۲۰۰۰۰,(۴۰),۴.۷,یزد,یزد,(۳ ستاره)
yazd-laleh,hotel,هتل لاله,۴۴۰۰۰۰,(۴),۴,یزد,یزد,(۳ ستاره)
yazd-labekhandagh,hotel,هتل تاریخی لب خندق,۵۵۷۰۰۰,(۲),۳.۸,یزد,یزد,(۳ ستاره)
yazd-safaiyeh,hotel,هتل پارسیان صفائیه,۴۰۰۰۰۰,(۲۹),۴.۲,یزد,یزد,(۵ ستاره)
